state,chr_release_year,unemployment_rate,pct_frequent_mental_distress,income_inequality,social_associations,pct_uninsured,drug_overdose_deaths,pct_excessive_drinking,pct_adult_smoking
Delaware,2020,3.757371000000001,14.28087773,4.3974174026,10.312504223,6.0792233,35.436931113,16.8261389,17.030059719999997
Delaware,2021,3.78028383,13.13529235,4.3809281671,10.349772688,6.781791119999999,40.442678532,19.81064717,17.4486198
Delaware,2022,7.82498106,14.35806088,4.3719475878,10.28996759,7.99097391,43.719669479,20.4722258,16.415776479999998
Delaware,2023,5.3493839,13.03706637,4.3939098123,10.103272264,7.54777643,43.719669479,17.32860323,15.8
Florida,2019,4.1528205,11.91071245,4.6796714579,7.1403486021,15.35173092,21.083559509,17.52202504,15.47759345
Florida,2020,3.5672411699999995,12.88553843,4.6598333842,7.0947942281,15.95432972,23.076129094,17.12921818,16.09237241
Florida,2021,3.10245123,13.36409612,4.612303113,6.9969353489,16.14210706,23.609872685,19.72849248,14.89251919
Florida,2022,7.72661848,14.20441727,4.5658108162,6.9741984456,16.37081846,26.657727949,20.18391597,15.254953469999998
Florida,2023,4.55471754,12.93058069,4.6099951188,6.9722461077,15.49139874,26.657727949,17.1809654,15.5
Georgia,2019,4.7375308,12.50792102,4.950378159,8.8735895149,14.88510848,13.674861353,15.05168029,17.886382049999998
Georgia,2020,3.94024833,12.44118215,4.9238554217,8.9986182303,15.530213709999998,13.867906194,14.39644718,17.453798879999997
Georgia,2021,3.4246529800000003,13.20795969,4.8595157425,8.8131774637,15.90398729,13.777361201,16.81381316,16.34341017
Georgia,2022,6.52517819,15.46249931,4.8509685854,8.8797441714,15.71063885,14.846021977,17.805192429999998,16.51531267
Georgia,2023,3.91835092,14.66165918,4.8619338954,8.8440569235,15.31309037,14.846021977,16.235556239999998,16.3
Hawaii,2019,2.36016218,9.55840233,4.3918445867,6.5100657517,4.20895145,13.130588955,20.30557017,13.05144165
Hawaii,2020,2.44675757,9.67906111,4.4012497346,6.5707532829,4.63213712,14.19356468,21.12971317,12.79333997
Hawaii,2021,2.70965666,10.34187966,4.376744321,6.5822310736,4.720779139999999,15.431877992,22.9525804,14.39195414
Hawaii,2022,11.63160241,11.48724137,4.3138609484,6.7661483524,4.76127932,17.179745622,20.68262387,12.90663099
Hawaii,2023,5.71877824,11.11549909,4.332813862,6.652423657,4.69207042,17.179745622,18.96939313,12.2
Idaho,2019,3.15597378,11.05311981,4.2726991287,7.4265955298,11.77938088,13.788292928,17.36145271,14.48019335
