state,year,debt_total,debt_auto,debt_creditcard,debt_mortgage,debt_studentloan,delinq_auto,delinq_creditcard,delinq_mortgage,delinq_studentloan
New Hampshire,2018,55650.0,5360.0,3530.0,36760.0,5860.0,2.37,5.84,0.89,8.0
New Hampshire,2019,56640.0,5560.0,3630.0,37480.0,5890.0,2.89,6.64,0.7,8.57
New Hampshire,2020,57780.0,5640.0,3210.0,39170.0,5960.0,2.71,7.54,0.35,5.51
New Hampshire,2021,60020.0,5860.0,3240.0,41370.0,5860.0,2.14,6.56,0.28,4.72
New Hampshire,2022,63230.0,5980.0,3640.0,43580.0,5940.0,1.89,5.74,0.34,0.59
New Hampshire,2023,64640.0,6160.0,4140.0,44570.0,5950.0,2.1,7.9,0.28,0.74
New Jersey,2014,57600.0,3410.0,3510.0,41280.0,4970.0,2.18,7.23,7.21,9.09
New Jersey,2015,55800.0,3630.0,3620.0,39100.0,5200.0,2.26,7.7,5.43,8.95
New Jersey,2016,56420.0,3800.0,3730.0,39240.0,5530.0,2.67,7.2,3.45,8.65
New Jersey,2017,57830.0,3910.0,3910.0,40320.0,5720.0,3.09,7.3,2.72,8.96
New Jersey,2018,58590.0,4020.0,4040.0,40630.0,6090.0,3.44,7.34,2.0,8.57
New Jersey,2019,59100.0,4160.0,4170.0,41020.0,6210.0,3.94,7.51,1.73,8.48
New Jersey,2020,59470.0,4220.0,3590.0,42200.0,6320.0,3.72,8.45,1.04,4.88
New Jersey,2021,62350.0,4500.0,3700.0,44900.0,6330.0,3.04,7.38,0.7,3.68
New Jersey,2022,66800.0,4820.0,4220.0,48120.0,6440.0,2.96,6.71,0.74,1.03
New Jersey,2023,67700.0,5050.0,4750.0,48690.0,6550.0,3.31,8.91,0.88,0.91
New Mexico,2014,37920.0,4500.0,2390.0,25140.0,3550.0,4.71,7.51,3.19,16.28
New Mexico,2015,37990.0,4910.0,2460.0,24670.0,3620.0,4.46,8.55,2.48,15.43
New Mexico,2016,38250.0,5220.0,2550.0,24290.0,3760.0,5.4,8.32,1.92,16.05
New Mexico,2017,38680.0,5190.0,2650.0,24580.0,3810.0,6.15,9.02,1.72,13.77
New Mexico,2018,39650.0,5420.0,2740.0,24990.0,4070.0,6.35,8.9,1.47,15.21
New Mexico,2019,41000.0,5690.0,2860.0,25810.0,4100.0,6.36,9.0,1.35,13.78
New Mexico,2020,41800.0,5790.0,2510.0,26950.0,4150.0,6.13,9.81,0.88,6.73
New Mexico,2021,42930.0,5320.0,2540.0,28590.0,4180.0,5.9,9.07,0.67,5.58
New Mexico,2022,46710.0,6310.0,2870.0,30610.0,4100.0,4.83,8.14,0.78,0.73
New Mexico,2023,47140.0,6550.0,3230.0,30760.0,4100.0,5.11,9.83,0.79,0.53
New York,2014,47220.0,3110.0,3270.0,31830.0,5190.0,2.41,8.03,6.61,9.45
New York,2015,46930.0,3350.0,3380.0,31240.0,5330.0,2.43,8.24,4.84,9.16
New York,2016,47760.0,3470.0,3520.0,31490.0,5550.0,2.96,8.22,3.22,9.07
New York,2017,49030.0,3560.0,3710.0,32380.0,5810.0,3.38,8.32,2.8,8.76
New York,2018,49680.0,3700.0,3840.0,32620.0,6090.0,3.64,8.35,2.24,8.61
New York,2019,51280.0,3780.0,4010.0,34030.0,6180.0,4.09,8.96,1.9,8.47
New York,2020,51030.0,3820.0,3410.0,34660.0,6160.0,4.02,10.35,1.24,4.49
New York,2021,53620.0,4080.0,3520.0,37060.0,6180.0,3.28,8.94,0.85,3.03
New York,2022,56590.0,4230.0,3970.0,39280.0,6090.0,3.16,8.17,1.05,0.96
New York,2023,57730.0,4430.0,4470.0,40130.0,6160.0,3.55,10.49,1.16,0.7
North Carolina,2014,41720.0,3950.0,2500.0,27730.0,4010.0,5.18,7.17,2.34,12.06
North Carolina,2015,41880.0,4290.0,2600.0,27480.0,4280.0,4.47,7.76,1.92,11.8
North Carolina,2016,42840.0,4640.0,2710.0,27390.0,4650.0,4.73,7.36,1.43,10.57
North Carolina,2017,44780.0,4910.0,2880.0,28590.0,4950.0,5.17,7.43,1.23,12.45
North Carolina,2018,45840.0,5040.0,2990.0,29120.0,5240.0,5.4,7.68,0.94,10.42
North Carolina,2019,47260.0,5230.0,3120.0,30100.0,5470.0,5.71,8.15,0.89,12.63
North Carolina,2020,48480.0,5360.0,2810.0,31620.0,5550.0,5.76,9.08,0.46,6.94
North Carolina,2021,51130.0,5600.0,2880.0,33980.0,5670.0,4.79,8.15,0.38,5.29
North Carolina,2022,55370.0,5810.0,3250.0,37100.0,5690.0,4.54,7.77,0.44,0.83
North Carolina,2023,57650.0,6000.0,3720.0,38930.0,5710.0,5.14,9.62,0.5,0.67
North Dakota,2014,38040.0,4190.0,2500.0,22660.0,4870.0,1.11,3.61,0.76,7.96
North Dakota,2015,39510.0,4510.0,2680.0,23790.0,5040.0,1.47,3.85,0.59,7.99
North Dakota,2016,40660.0,4910.0,2810.0,24980.0,4910.0,1.98,4.22,0.59,8.97
North Dakota,2017,42230.0,5020.0,2970.0,26100.0,5240.0,2.14,5.1,0.67,7.27
North Dakota,2018,44140.0,5290.0,3100.0,27470.0,5510.0,2.29,4.68,0.8,8.54
North Dakota,2019,45550.0,5530.0,3200.0,28490.0,5500.0,2.86,5.58,0.79,7.85
North Dakota,2020,45710.0,5670.0,2970.0,29740.0,4590.0,2.75,6.4,0.56,6.39
North Dakota,2021,48250.0,5800.0,2990.0,31050.0,5670.0,2.27,6.03,0.38,3.36
North Dakota,2022,51360.0,5930.0,3410.0,33250.0,5470.0,2.11,5.65,0.47,0.78
North Dakota,2023,51190.0,6180.0,3700.0,33200.0,5290.0,2.32,7.32,0.57,0.83
Ohio,2014,35160.0,3510.0,2430.0,21200.0,5320.0,3.08,6.99,2.4,11.02
Ohio,2015,35740.0,3800.0,2480.0,21230.0,5510.0,3.18,6.91,1.98,12.3
Ohio,2016,36100.0,4010.0,2570.0,20950.0,5780.0,3.83,6.81,1.49,12.95
Ohio,2017,37160.0,4190.0,2680.0,21500.0,5980.0,4.06,7.16,1.27,13.19
Ohio,2018,37990.0,4370.0,2750.0,21810.0,6220.0,4.3,6.89,0.97,13.31
Ohio,2019,39450.0,4590.0,2890.0,22860.0,6320.0,4.56,7.42,0.92,12.06
Ohio,2020,39960.0,4710.0,2570.0,23690.0,6400.0,4.47,7.9,0.55,7.29
Ohio,2021,41740.0,4940.0,2620.0,25240.0,6390.0,4.01,7.18,0.46,5.73
Ohio,2022,44210.0,5180.0,2970.0,26760.0,6320.0,4.04,6.91,0.53,0.84
Ohio,2023,44870.0,5330.0,3290.0,27440.0,6210.0,4.47,9.02,0.61,0.62
Oklahoma,2014,31090.0,4530.0,2120.0,18390.0,3840.0,4.16,6.67,2.49,14.89
Oklahoma,2015,31930.0,4860.0,2230.0,18640.0,3940.0,4.21,7.29,2.04,14.8
Oklahoma,2016,32520.0,4960.0,2330.0,18760.0,4100.0,4.81,7.22,1.76,14.04
Oklahoma,2017,33890.0,5050.0,2550.0,19830.0,4300.0,4.89,7.86,1.42,15.08
Oklahoma,2018,34370.0,5350.0,2590.0,19740.0,4540.0,5.36,8.74,1.22,15.63
Oklahoma,2019,35110.0,5510.0,2710.0,20100.0,4560.0,5.6,8.91,1.25,15.18
Oklahoma,2020,35130.0,5130.0,2450.0,20890.0,4630.0,5.83,10.36,0.84,8.48
Oklahoma,2021,37620.0,5900.0,2530.0,22220.0,4710.0,4.86,9.16,0.68,7.25
Oklahoma,2022,39830.0,6000.0,2830.0,23730.0,4690.0,4.02,8.53,0.72,0.76
Oklahoma,2023,40990.0,6130.0,3200.0,24730.0,4720.0,4.46,11.0,0.99,0.56
Oregon,2014,49010.0,2900.0,2680.0,35530.0,4750.0,2.03,6.43,2.9,11.5
Oregon,2015,49550.0,3220.0,2720.0,35690.0,4980.0,1.79,6.67,1.8,12.33
Oregon,2016,50690.0,3510.0,2800.0,36140.0,5260.0,2.03,6.08,1.11,11.21
Oregon,2017,53020.0,3770.0,2940.0,37930.0,5430.0,2.27,5.99,0.76,11.45
Oregon,2018,55090.0,3950.0,3070.0,39420.0,5760.0,2.38,6.1,0.56,11.67
Oregon,2019,56620.0,4010.0,3200.0,40740.0,5820.0,2.61,6.33,0.5,11.24
Oregon,2020,58310.0,4070.0,2750.0,42990.0,5890.0,2.45,7.45,0.26,7.45
Oregon,2021,61760.0,4300.0,2800.0,46080.0,5880.0,2.12,6.79,0.26,5.77
Oregon,2022,66950.0,4530.0,3240.0,50320.0,5770.0,2.24,6.08,0.31,0.74
Oregon,2023,66430.0,4470.0,3670.0,49840.0,5740.0,2.77,7.32,0.4,0.35
Pennsylvania,2014,39110.0,3420.0,2710.0,24340.0,5140.0,2.81,7.24,2.83,9.71
Pennsylvania,2015,39340.0,3680.0,2790.0,24050.0,5350.0,2.92,7.35,2.3,10.21
Pennsylvania,2016,40320.0,3880.0,2900.0,24310.0,5660.0,3.34,7.05,1.82,10.21
Pennsylvania,2017,41450.0,4000.0,3030.0,24980.0,5910.0,3.73,7.22,1.67,10.75
Pennsylvania,2018,42440.0,4150.0,3120.0,25480.0,6210.0,4.01,7.49,1.34,10.6
Pennsylvania,2019,43440.0,4310.0,3260.0,26090.0,6420.0,4.37,7.98,1.13,10.12
Pennsylvania,2020,43690.0,4380.0,2890.0,26740.0,6520.0,4.1,8.84,0.67,6.07
Pennsylvania,2021,45580.0,4650.0,2960.0,28350.0,6450.0,3.35,7.81,0.5,4.81
Pennsylvania,2022,48300.0,4780.0,3330.0,30170.0,6540.0,3.35,7.6,0.66,1.21
Pennsylvania,2023,48760.0,4850.0,3720.0,30670.0,6570.0,3.84,9.88,0.74,0.55
Rhode Island,2014,45710.0,2870.0,2940.0,31520.0,4650.0,2.14,8.08,3.57,11.5
Rhode Island,2015,46950.0,3210.0,3010.0,31940.0,4780.0,1.96,7.79,2.83,10.7
Rhode Island,2016,47390.0,3420.0,3110.0,32030.0,4940.0,2.26,7.06,1.78,10.69
Rhode Island,2017,48850.0,3610.0,3240.0,33080.0,4910.0,2.51,7.59,1.67,10.06
Rhode Island,2018,49940.0,3740.0,3360.0,33830.0,5390.0,2.68,7.8,1.43,10.4
Rhode Island,2019,51170.0,3970.0,3540.0,34680.0,5640.0,3.1,8.12,1.07,10.61
Rhode Island,2020,51880.0,4030.0,3040.0,36030.0,5500.0,2.78,8.98,0.53,5.72
Rhode Island,2021,54500.0,4330.0,3090.0,38370.0,5660.0,2.23,7.49,0.47,4.37
Rhode Island,2022,58580.0,4530.0,3540.0,41260.0,5550.0,2.09,6.88,0.66,0.78
Rhode Island,2023,59750.0,4700.0,4070.0,42080.0,5650.0,2.45,9.3,0.59,0.31
South Carolina,2014,38530.0,3650.0,2300.0,24540.0,4620.0,5.58,8.43,3.39,13.17
South Carolina,2015,38870.0,3910.0,2380.0,24550.0,4870.0,5.24,8.54,2.35,11.63
South Carolina,2016,40420.0,4390.0,2500.0,24810.0,5240.0,5.28,7.65,1.91,12.11
South Carolina,2017,42220.0,4630.0,2680.0,26000.0,5500.0,5.62,7.8,1.36,13.58
South Carolina,2018,43880.0,4780.0,2830.0,27000.0,5870.0,6.09,7.77,1.13,13.13
South Carolina,2019,45420.0,5000.0,3020.0,28030.0,6050.0,6.4,8.16,1.19,13.98
South Carolina,2020,46950.0,5130.0,2730.0,29810.0,6070.0,6.29,8.99,0.57,7.6
South Carolina,2021,49630.0,5420.0,2810.0,32110.0,6110.0,5.27,8.63,0.47,5.82
South Carolina,2022,53410.0,5650.0,3160.0,34830.0,6150.0,4.65,8.21,0.56,0.8
South Carolina,2023,55610.0,5830.0,3600.0,36770.0,6250.0,5.2,10.4,0.66,0.79
South Dakota,2014,37330.0,3800.0,2400.0,23440.0,4340.0,2.18,5.46,0.7,8.09
South Dakota,2015,38470.0,4000.0,2500.0,23980.0,4710.0,2.32,5.98,0.81,8.85
South Dakota,2016,39470.0,4220.0,2650.0,24440.0,4890.0,2.72,5.73,0.74,10.08
South Dakota,2017,41130.0,4350.0,2780.0,25500.0,5020.0,2.78,6.24,0.58,10.93
South Dakota,2018,41880.0,4520.0,2840.0,25850.0,5170.0,2.97,5.79,0.64,9.87
South Dakota,2019,43050.0,4610.0,2970.0,26690.0,5150.0,3.42,6.3,0.66,8.2
South Dakota,2020,44210.0,4780.0,2640.0,28140.0,5260.0,3.39,7.23,0.46,5.88
South Dakota,2021,47410.0,4950.0,2640.0,30830.0,5350.0,2.85,6.44,0.38,4.76
South Dakota,2022,50150.0,5150.0,2960.0,32740.0,5330.0,2.54,6.11,0.43,0.44
South Dakota,2023,49610.0,5240.0,3260.0,32220.0,5160.0,2.97,7.53,0.49,0.4
Tennessee,2014,36350.0,3530.0,2220.0,23270.0,4050.0,3.74,7.04,1.9,13.44
Tennessee,2015,37020.0,3880.0,2270.0,23410.0,4190.0,3.33,7.11,1.52,13.86
Tennessee,2016,37670.0,4180.0,2360.0,23380.0,4520.0,3.93,6.67,1.07,13.81
Tennessee,2017,39880.0,4440.0,2480.0,24910.0,4760.0,4.16,7.09,0.91,13.57
Tennessee,2018,40370.0,4620.0,2570.0,24850.0,5050.0,4.36,7.17,0.73,13.86
Tennessee,2019,42500.0,4780.0,2760.0,26510.0,5190.0,4.83,7.79,0.88,12.67
Tennessee,2020,44080.0,4950.0,2460.0,28210.0,5210.0,4.74,8.67,0.44,7.59
Tennessee,2021,46900.0,5230.0,2540.0,30620.0,5330.0,4.28,7.83,0.33,5.71
Tennessee,2022,51160.0,5490.0,2860.0,33830.0,5350.0,4.44,7.48,0.36,1.13
Tennessee,2023,53270.0,5700.0,3280.0,35560.0,5320.0,4.82,9.11,0.45,0.51
Texas,2014,36770.0,5480.0,2640.0,22590.0,4000.0,4.29,7.8,1.84,13.3
Texas,2015,38400.0,6070.0,2760.0,23280.0,4180.0,4.21,8.19,1.43,12.74
Texas,2016,39740.0,6370.0,2940.0,23770.0,4460.0,4.87,7.84,1.25,12.46
Texas,2017,41650.0,6520.0,3140.0,25030.0,4700.0,4.74,8.41,0.96,11.11
Texas,2018,43660.0,6720.0,3270.0,26330.0,4970.0,5.35,8.65,0.94,13.75
Texas,2019,45290.0,6880.0,3470.0,27450.0,5100.0,5.83,9.2,0.89,11.9
Texas,2020,46840.0,7000.0,3080.0,29200.0,5160.0,5.82,10.49,0.51,7.23
Texas,2021,49720.0,7270.0,3190.0,31510.0,5330.0,5.0,9.43,0.4,5.82
Texas,2022,54290.0,7610.0,3650.0,34800.0,5330.0,4.47,8.67,0.47,1.12
Texas,2023,56560.0,7810.0,4200.0,36690.0,5350.0,4.72,11.19,0.67,0.74
Utah,2014,51120.0,4150.0,2610.0,37680.0,3620.0,2.02,6.03,1.52,8.28
Utah,2015,52150.0,4490.0,2640.0,38240.0,3870.0,1.99,6.03,1.05,9.11
Utah,2016,53410.0,4780.0,2750.0,38910.0,4100.0,2.11,5.56,0.86,9.09
Utah,2017,56920.0,5020.0,2930.0,41830.0,4230.0,2.23,5.55,0.57,9.05
Utah,2018,59320.0,5220.0,3050.0,43310.0,4350.0,2.26,5.39,0.51,8.48
Utah,2019,62090.0,5370.0,3170.0,45900.0,4290.0,2.57,5.84,0.47,9.04
Utah,2020,65360.0,5480.0,2780.0,49530.0,4270.0,2.3,6.49,0.22,4.77
Utah,2021,71900.0,5710.0,2870.0,55520.0,4350.0,1.92,5.66,0.16,3.57
Utah,2022,79240.0,6040.0,3340.0,61120.0,4220.0,1.73,4.95,0.18,0.49
Utah,2023,80240.0,6090.0,3850.0,61620.0,4230.0,1.89,6.37,0.31,0.75
Vermont,2014,43330.0,4220.0,2780.0,28020.0,4850.0,2.26,5.89,2.27,9.5
Vermont,2015,43520.0,4530.0,2810.0,27700.0,5130.0,2.13,5.87,1.8,7.89
Vermont,2016,44260.0,4690.0,2880.0,27970.0,5250.0,2.57,5.46,1.37,8.48
Vermont,2017,45120.0,4860.0,2970.0,28440.0,5620.0,2.7,5.83,1.31,8.09
Vermont,2018,45270.0,5050.0,3090.0,28260.0,5480.0,2.92,5.81,1.37,7.9
Vermont,2019,46490.0,5250.0,3130.0,29130.0,5880.0,3.21,5.78,1.11,7.72
Vermont,2020,46690.0,5390.0,2750.0,29700.0,6190.0,3.03,6.55,0.8,4.98
Vermont,2021,48760.0,5620.0,2830.0,31670.0,6030.0,2.55,6.03,0.61,3.48
Vermont,2022,51170.0,5830.0,3140.0,33120.0,6220.0,2.18,6.01,0.69,1.74
Vermont,2023,51200.0,5970.0,3510.0,33120.0,6090.0,2.56,7.45,0.43,0.68
Virginia,2014,62230.0,3920.0,3330.0,46320.0,4680.0,2.92,5.47,1.65,9.69
Virginia,2015,62520.0,4220.0,3460.0,46180.0,4850.0,2.67,6.17,1.27,10.21
Virginia,2016,62970.0,4480.0,3570.0,45830.0,5230.0,3.03,5.87,0.96,9.19
Virginia,2017,65050.0,4650.0,3760.0,47370.0,5550.0,3.19,6.1,0.85,10.13
Virginia,2018,65480.0,4680.0,3860.0,47570.0,5820.0,3.72,6.26,0.72,9.7
Virginia,2019,66140.0,4900.0,4000.0,47810.0,6050.0,3.93,6.57,0.68,10.34
Virginia,2020,66530.0,4990.0,3500.0,48830.0,6190.0,3.74,7.44,0.39,5.91
Virginia,2021,69870.0,5210.0,3560.0,52120.0,6120.0,3.34,6.6,0.31,4.68
Virginia,2022,74110.0,5380.0,3960.0,55310.0,6210.0,3.34,6.02,0.34,0.83
Virginia,2023,75140.0,5570.0,4390.0,56080.0,6190.0,3.72,7.54,0.38,0.49
Washington,2014,58250.0,3350.0,3100.0,44160.0,3710.0,2.23,5.3,2.51,9.5
Washington,2015,58370.0,3670.0,3140.0,43980.0,3860.0,2.06,5.94,1.61,8.62
Washington,2016,59620.0,3960.0,3240.0,44640.0,4030.0,2.08,5.36,1.0,8.92
Washington,2017,62560.0,4200.0,3380.0,47110.0,4110.0,2.26,5.43,0.71,9.47
Washington,2018,65390.0,4450.0,3510.0,49320.0,4270.0,2.25,5.47,0.55,8.79
Washington,2019,67440.0,4470.0,3660.0,51220.0,4330.0,2.56,5.79,0.5,8.62
Washington,2020,69630.0,4450.0,3140.0,54130.0,4410.0,2.52,6.57,0.27,5.3
Washington,2021,75470.0,4620.0,3250.0,59810.0,4380.0,2.1,5.77,0.2,4.19
Washington,2022,82300.0,4850.0,3750.0,65490.0,4350.0,2.04,5.23,0.23,0.59
Washington,2023,82130.0,5020.0,4240.0,64750.0,4310.0,2.5,6.99,0.31,0.56
West Virginia,2014,26770.0,3960.0,1960.0,14720.0,3780.0,3.23,6.17,2.25,16.86
West Virginia,2015,27520.0,4250.0,2040.0,14910.0,3800.0,3.7,7.45,1.77,18.36
West Virginia,2016,28040.0,4360.0,2160.0,14850.0,3920.0,4.58,7.34,1.56,16.4
West Virginia,2017,28790.0,4500.0,2240.0,15240.0,4070.0,5.06,8.11,1.43,16.15
West Virginia,2018,29430.0,4680.0,2240.0,15430.0,4020.0,5.01,7.82,0.97,18.01
West Virginia,2019,30580.0,5190.0,2390.0,15980.0,4180.0,5.41,8.14,1.24,15.83
West Virginia,2020,31000.0,5410.0,2210.0,16400.0,4400.0,5.1,8.66,0.67,10.76
West Virginia,2021,32080.0,5640.0,2250.0,17350.0,4460.0,3.95,8.3,0.68,8.17
West Virginia,2022,34210.0,5840.0,2540.0,18640.0,4590.0,3.7,8.35,0.72,0.95
West Virginia,2023,35430.0,6070.0,2880.0,19610.0,4500.0,4.04,10.46,0.68,0.81
Wisconsin,2014,37100.0,2930.0,2420.0,25310.0,4230.0,1.83,4.82,1.55,7.87
Wisconsin,2015,37680.0,3220.0,2440.0,25390.0,4370.0,1.86,4.88,1.2,8.61
Wisconsin,2016,38250.0,3340.0,2530.0,25390.0,4580.0,2.22,4.47,0.96,9.3
Wisconsin,2017,39120.0,3580.0,2630.0,25730.0,4750.0,2.41,4.74,0.79,9.36
Wisconsin,2018,40060.0,3790.0,2660.0,26310.0,4850.0,2.49,5.06,0.72,8.57
Wisconsin,2019,41760.0,4000.0,2770.0,27580.0,4940.0,2.71,5.47,0.62,8.89
Wisconsin,2020,42540.0,4130.0,2450.0,28640.0,5020.0,2.73,6.29,0.37,4.93
Wisconsin,2021,44470.0,4300.0,2510.0,30300.0,5030.0,2.52,5.34,0.34,3.98
Wisconsin,2022,46790.0,4410.0,2820.0,31820.0,4950.0,2.52,4.94,0.28,0.65
Wisconsin,2023,47480.0,4570.0,3130.0,32310.0,4890.0,3.02,6.43,0.34,0.64
Wyoming,2014,42150.0,4690.0,2620.0,28940.0,3290.0,2.1,5.68,1.46,9.38
Wyoming,2015,44510.0,5090.0,2700.0,30480.0,3290.0,2.76,6.21,0.91,9.96
Wyoming,2016,44380.0,5070.0,2800.0,30400.0,3300.0,2.96,6.49,0.96,10.49
Wyoming,2017,46180.0,5240.0,2960.0,31910.0,3270.0,3.15,6.98,0.86,9.01
Wyoming,2018,46410.0,5250.0,3000.0,32030.0,3610.0,3.5,7.2,0.67,11.41
Wyoming,2019,47670.0,5390.0,3130.0,32950.0,3690.0,3.73,7.53,0.86,9.32
Wyoming,2020,47400.0,5470.0,2800.0,33060.0,3540.0,3.84,8.31,0.45,5.02
Wyoming,2021,50580.0,5480.0,2930.0,35920.0,3670.0,3.19,7.41,0.38,3.9
Wyoming,2022,52900.0,5420.0,3260.0,37330.0,3640.0,2.93,6.67,0.41,0.61
Wyoming,2023,53400.0,5150.0,3620.0,38070.0,3820.0,3.18,7.65,0.39,0.88
